commune_nom,INSEE,pop,donnesgeo,area,elevation,blason
Maucourt,80520,180,Point(2.754444444 49.793888888),3.68,,
Le Mazis,80522,106,Point(1.771944444 49.877222222),3.8,,
Meigneux,80525,175,Point(1.894722222 49.764722222),3.97,,
Marlers,80515,141,Point(1.848888888 49.761388888),3.93,,
Maricourt,80513,178,Point(2.785 49.980555555),7.52,,
Marquivillers,80517,188,Point(2.693888888 49.673888888),5.78,,
Méharicourt,80524,589,Point(2.731944444 49.798611111),7.01,,
Marcelcave,80507,1239,Point(2.574444444 49.85),12.49,,
Marquaix,80516,200,Point(3.075 49.945),5.29,,
Mametz,80505,183,Point(2.736388888 49.997222222),7.25,,
Marché-Allouarde,80508,53,Point(2.8675 49.7275),2.07,,
Mareuil-Caubert,80512,825,Point(1.828888888 50.069722222),9.08,,
Maizicourt,80503,192,Point(2.1225 50.195833333),5.8,,
Le Meillard,80526,154,Point(2.195 50.171388888),6.93,,
Méricourt-en-Vimeu,80531,103,Point(1.948333333 49.896388888),3.31,,
Marieux,80514,122,Point(2.443055555 50.105833333),4.07,,
Méaulte,80523,1254,Point(2.66 49.981666666),10.75,,
Maurepas,80521,197,Point(2.846944444 49.989444444),10.88,,
Méréaucourt,80528,6,Point(1.934166666 49.729166666),3.04,,
Marestmontiers,80511,113,Point(2.53 49.686666666),2.48,,
Bougival,78092,8699,Point(2.139444444 48.865),2.76,,
Chevreuse,78160,5678,Point(2.038333333 48.7075),13.42,,
Chanteloup-les-Vignes,78138,10374,Point(2.030833333 48.978333333),3.33,,
Bouafle,78090,2156,Point(1.896388888 48.965),6.92,,
Bonnelles,78087,1963,Point(2.027777777 48.618611111),10.84,,
Choisel,78162,556,Point(2.017777777 48.686388888),8.73,,
Chapet,78140,1314,Point(1.933611111 48.966388888),5.1,,
Chaufour-lès-Bonnières,78147,471,Point(1.483333333 49.016111111),3.02,,
Bonnières-sur-Seine,78089,4612,Point(1.579722222 49.035277777),7.66,,
Carrières-sous-Poissy,78123,16212,Point(2.038611111 48.947777777),7.19,,
Carrières-sur-Seine,78124,14967,Point(2.178055555 48.908055555),5.02,,
La Celle-les-Bordes,78125,834,Point(1.955 48.64),22.6,,
Brueil-en-Vexin,78113,691,Point(1.81667 49.03333),7.34,,
Brueil-en-Vexin,78113,691,Point(1.819722222 49.031388888),7.34,,
Bullion,78120,1914,Point(1.995833333 48.621944444),20.9,,
Blanzy-la-Salonnaise,08070,344,Point(4.171666666 49.488333333),12.13,,
Gomont,08195,326,Point(4.161666666 49.500277777),7.23,,
Vieux-lès-Asfeld,08473,314,Point(4.103611111 49.4575),6.66,,
L'Écaille,08148,275,Point(4.211666666 49.416944444),9.15,,
Houdilcourt,08229,133,Point(4.125277777 49.425277777),11.3,,
Villers-devant-le-Thour,08476,419,Point(4.086111111 49.507222222),16.41,,
Le Thour,08451,402,Point(4.089444444 49.539166666),16.62,,
Bergnicourt,08060,285,Point(4.255 49.419444444),8.16,,
Poilcourt-Sydney,08340,181,Point(4.101666666 49.422777777),7.88,,
Aire,08004,220,Point(4.161388888 49.481388888),6.29,,
Aibre,25008,473,Point(6.696666666 47.551111111),4.5,,
Avaux,08039,466,Point(4.083333333 49.456111111),13.19,,
Aiglepierre,39006,436,Point(5.818888888 46.9525),6.97,,
Neublans-Abergement,39385,545,Point(5.329722222 46.909444444),11.64,,
Mont-sous-Vaudrey,39365,1265,Point(5.602222222 46.980277777),14.86,,
Molay,39338,501,Point(5.420277777 47.02),6.38,,
Neuvilley,39386,87,Point(5.594166666 46.897777777),4.07,,
Montfleur,39353,182,Point(5.436388888 46.329722222),7.88,,
Barraux,38027,1886,Point(5.977777777 45.434444444),11.13,,
Izon-la-Bruisse,26150,10,Point(5.593333333 44.255555555),14.65,,
Dragey-Ronthon,50167,824,Point(-1.5 48.71667),15.17,,
Dragey-Ronthon,50167,824,Point(-1.497222222 48.711666666),15.17,,
Courcelles-de-Touraine,37086,494,Point(0.308333333 47.482222222),25.71,,
Espagnac-Sainte-Eulalie,46093,91,Point(1.840833333 44.5925),9.75,,
Soulaures,24542,92,Point(0.923333333 44.650277777),10.28,,
Saint-Christophe-sur-Roc,79241,558,Point(-0.348055555 46.447222222),10.96,,
Saint-Pol-sur-Ternoise,62767,4971,Point(2.334722222 50.379166666),8.24,,
Holque,59307,896,Point(2.203055555 50.854166666),3.81,,
Chaumuzy,51140,378,Point(3.864166666 49.175277777),19.94,,
Mauregard,77282,353,Point(2.581111111 49.034166666),8.67,,
Montévrain,77307,11563,Point(2.745555555 48.875277777),5.45,,
Taluyers,69241,2539,Point(4.721944444 45.639722222),8.09,,
Eurre,26125,1334,Point(4.988611111 44.759444444),18.06,,
Chocques,62224,2881,Point(2.573055555 50.541944444),7.95,,
Barcillonnette,05013,136,Point(5.918888888 44.435277777),19.51,,
Yquelon,50647,1091,Point(-1.555833333 48.848055555),2.14,,
Larzicourt,51316,279,Point(4.712222222 48.635833333),16.86,,
Croixdalle,76202,307,Point(1.363333333 49.814444444),11,,
Mauvezin,31333,93,Point(0.924444444 43.386388888),4.76,,
Louvigny,14383,2742,Point(-0.391944444 49.157777777),5.64,,
Trivy,71547,274,Point(4.492222222 46.386388888),11.64,,
Coivert,17114,213,Point(-0.458888888 46.069722222),14.78,,
Bavans,25048,3640,Point(6.730555555 47.481666666),8.83,,
Savigné,86255,1336,Point(0.321111111 46.158333333),36.35,,
Bouzincourt,80129,550,Point(2.611666666 50.026388888),8.11,,
Cauvignac,33113,169,Point(-0.079444444 44.418055555),5.51,,
Quintal,74219,1238,Point(6.085555555 45.840277777),9.13,,
Grainville-la-Teinturière,76315,1078,Point(0.640833333 49.747777777),18.41,,
Sainte-Anne,97128,23675,Point(-61.386111111 16.225555555),80.29,,
Meyrignac-l'Église,19137,62,Point(1.851944444 45.400833333),10.22,,
Vritz,44219,767,Point(-1.069722222 47.581666666),32.89,,
Saint-Pantaléon-de-Lapleau,19228,67,Point(2.204722222 45.323055555),8.46,,
Blassac,43031,136,Point(3.399722222 45.170277777),12.56,,
Villedieu-lès-Bailleul,61505,215,Point(0.019444444 48.813888888),4.71,,
Palogneux,42164,78,Point(3.92 45.743888888),7.01,,
Sérignac,82180,539,Point(1.021944444 43.921111111),32.43,,
Neuville-sur-Authou,27433,194,Point(0.637222222 49.211388888),5.54,,
Malancourt,55313,64,Point(5.179722222 49.241944444),16.52,,
Marseillan,32238,90,Point(0.316666666 43.488611111),4.34,,
Leyritz-Moncassin,47148,205,Point(0.160833333 44.327222222),20.24,,
Sauville,88448,183,Point(5.733333333 48.161388888),14.38,,
Maizy,02453,411,Point(3.734166666 49.376944444),7.09,,
Savennières,49329,1338,Point(-0.6575 47.383055555),21.01,,
Pern,46217,449,Point(1.404166666 44.328888888),25.66,,
Lihus,60365,410,Point(2.043888888 49.605277777),16.03,,
Vicques,14742,70,Point(-0.076666666 48.948333333),2.66,,
Villeparisis,77514,26322,Point(2.606388888 48.942777777),8.29,,
Ansauvillers,60017,1197,Point(2.388333333 49.564444444),6.95,,
Champigny-sous-Varennes,52103,115,Point(5.643888888 47.8675),5.84,,
Saint-Just,18218,643,Point(2.508888888 46.993055555),15.12,,
Rouffange,39469,104,Point(5.706388888 47.224444444),2.87,,
Polliat,01301,2511,Point(5.125833333 46.248888888),20.07,,
Saint-Jean-de-la-Rivière,50490,350,Point(-1.738611111 49.370277777),3.57,,
Plourivo,22233,2275,Point(-3.072777777 48.743888888),28.35,,
Dombasle-sur-Meurthe,54159,9734,Point(6.349722222 48.625),11.21,,
Bouzanville,54092,62,Point(6.101944444 48.374166666),5.82,,
Brémoncourt,54098,167,Point(6.3525 48.488055555),5.24,,
Montcourt-Fromonville,77302,1982,Point(2.703611111 48.305555555),8.17,,
Crévic,54145,913,Point(6.403888888 48.638888888),10.69,,
Loc-Eguiner,29128,402,Point(-4.094444444 48.473055555),11.9,,
Couvains,50148,507,Point(-1.006944444 49.165833333),15.03,,
Colombey-les-Belles,54135,1459,Point(5.897222222 48.5275),17.59,,
Oisemont,80606,1171,Point(1.766388888 49.955277777),8.04,,
Moussey,10260,638,Point(4.095555555 48.214166666),7.25,,
La Roche-Blanche,44222,1194,Point(-1.140555555 47.440833333),14.82,,
Cayrols,15030,294,Point(2.233055555 44.831388888),9.22,,
Castillon-de-Larboust,31123,63,Point(0.533888888 42.805833333),20.67,,
Saint-Baussant,54470,73,Point(5.792222222 48.8925),8.92,,
Montgivray,36127,1600,Point(1.9825 46.603333333),25.48,,
Angres,62032,4526,Point(2.758611111 50.409166666),4.82,,
Gondreville,60279,206,Point(2.954722222 49.216111111),7.09,,
Sannerville,14666,1918,Point(-0.222777777 49.180555555),5.14,,
Escombres-et-le-Chesnois,08153,349,Point(5.123611111 49.694722222),8.29,,
Écriennes,51224,174,Point(4.683888888 48.691666666),6.36,,
Margon,28236,1169,Point(0.833055555 48.335555555),12.13,,
Vieux-Villez,27687,188,Point(1.2875 49.171944444),2.56,,
Ouzouer-le-Doyen,41172,243,Point(1.340277777 47.941666666),16.59,,
Aurières,63020,331,Point(2.905833333 45.683333333),11.09,,
Saint-Martin-de-Lixy,71451,92,Point(4.245833333 46.203055555),4.19,,
Condé-sur-Seulles,14175,293,Point(-0.635277777 49.224722222),2.44,,
Albon,26002,1937,Point(4.848888888 45.245555555),25.62,,
Pressigny,52406,200,Point(5.664166666 47.7475),22.61,,
Imphy,58134,3345,Point(3.261111111 46.928333333),16.62,,
Cransac,12083,1508,Point(2.284722222 44.525),6.91,,
Audouville-la-Hubert,50021,79,Point(-1.241666666 49.410555555),6.4,,
Orchies,59449,8828,Point(3.244166666 50.474722222),10.92,,
Souvigné,37251,840,Point(0.398333333 47.520833333),24.41,,
Morée,41154,1071,Point(1.234444444 47.903055555),25.83,,
Planaise,73200,545,Point(6.090555555 45.503333333),4.16,,
Tizac-de-Curton,33531,330,Point(-0.250555555 44.821111111),3.97,,
Moutiers-sur-le-Lay,85157,753,Point(-1.157777777 46.554722222),18.28,,
Camlez,22028,888,Point(-3.304722222 48.777777777),11.66,,
Essises,02289,417,Point(3.419722222 48.962222222),7.31,,
Cortevaix,71147,252,Point(4.638888888 46.536388888),10.42,,
Rabodanges,61340,181,Point(-0.283611111 48.799722222),9.32,,
Provency,89316,243,Point(3.955833333 47.546388888),11.88,,
Allas-Champagne,17006,264,Point(-0.335277777 45.469722222),7.65,,
Rebreuve-Ranchicourt,62693,1074,Point(2.555277777 50.436944444),10.73,,
Pagney,39402,324,Point(5.7025 47.249166666),5.99,,
Martigna,39318,194,Point(5.699166666 46.389166666),8.77,,
Montrevel,39363,90,Point(5.485833333 46.421111111),6.39,,
Montagna-le-Reconduit,39346,119,Point(5.385555555 46.458333333),5.43,,
Ougney,39398,375,Point(5.668055555 47.240555555),7.08,,
Moutonne,39375,132,Point(5.559722222 46.528333333),3.99,,
Nantey,39382,62,Point(5.399166666 46.408611111),6.5,,
Montagna-le-Templier,39347,100,Point(5.455 46.353888888),7.05,,
Pagnoz,39403,230,Point(5.82 46.967777777),3.29,,
Aillant-sur-Milleron,45002,398,Point(2.929722222 47.792777777),26.93,,
Meussia,39328,420,Point(5.725 46.498055555),13.64,,
Montholier,39354,359,Point(5.6475 46.897777777),7.99,,
Molain,39336,105,Point(5.806944444 46.824166666),11.5,,
Aillevans,70005,148,Point(6.415277777 47.591388888),5.78,,
Aillevillers-et-Lyaumont,70006,1551,Point(6.335833333 47.920277777),36.3,,
Nance,39379,519,Point(5.426111111 46.739722222),7.34,,
Maynal,39320,338,Point(5.421944444 46.559722222),8.14,,
Mathenay,39319,143,Point(5.677777777 46.932222222),3.54,,
Aillon-le-Jeune,73004,434,Point(6.080555555 45.618055555),34.09,,
Orbagna,39395,227,Point(5.451111111 46.581388888),4.11,,
Aillon-le-Vieux,73005,179,Point(6.093611111 45.650833333),21.63,,
Mesnois,39326,187,Point(5.689722222 46.601111111),11.47,,
Ailloncourt,70007,302,Point(6.388333333 47.755277777),9.29,,
Montcusel,39351,156,Point(5.658333333 46.351388888),9.55,,
Mesnay,39325,583,Point(5.7975 46.901666666),8.32,,
Mirebel,39332,231,Point(5.728055555 46.698055555),16.63,,
Molinges,39339,699,Point(5.765277777 46.356111111),2.57,,
Moutoux,39376,72,Point(5.94 46.791111111),4.27,,
Offlanges,39392,198,Point(5.550555555 47.208333333),8.73,,
Messia-sur-Sorne,39327,842,Point(5.512222222 46.662222222),2.69,,
Montmarlon,39359,31,Point(5.963055555 46.875277777),3.28,,
Mournans-Charbonny,39372,89,Point(6.004166666 46.78),5.06,,
Montain,39349,509,Point(5.579166666 46.72),2.29,,
Monnetay,39343,14,Point(5.513055555 46.451944444),2.46,,
Orchamps,39396,1121,Point(5.6575 47.148333333),9.92,,
Aime,73006,3607,Point(6.648611111 45.555555555),50.74,,
Ainvelle,70008,148,Point(6.250555555 47.846666666),6.75,,
Ouilly-du-Houley,14484,240,Point(0.330277777 49.1675),8.92,,
Candresse,40063,807,Point(-0.979722222 43.712222222),8.54,,
Airvault,79005,3281,Point(-0.1375 46.826388888),63.88,,
Airvault,79005,3281,Point(-0.1375 46.826388888),49.28,,
Aisey-et-Richecourt,70009,107,Point(5.954166666 47.889722222),7.8,,
Aiti,2B003,30,Point(9.243888888 42.399166666),12.17,,
Aiton,73007,1667,Point(6.258611111 45.561111111),16.29,,
Aix,19002,392,Point(2.3825 45.616111111),48.02,,
Aizenay,85003,9510,Point(-1.608333333 46.74),81.06,,
Changis-sur-Marne,77084,1261,Point(3.018611111 48.957777777),6.98,,
Chanteloup-en-Brie,77085,3953,Point(2.739166666 48.855),3.17,,
La Chapelle-Iger,77087,169,Point(2.988333333 48.653055555),8.73,,
La Chapelle-Moutils,77093,443,Point(3.392222222 48.774722222),18.9,,
La Chapelle-Saint-Sulpice,77090,243,Point(3.178333333 48.554444444),6.37,,
Les Chapelles-Bourbon,77091,470,Point(2.841944444 48.741111111),6.42,,
Charmentray,77094,289,Point(2.776111111 48.945555555),4.67,,
Châteaubleau,77098,361,Point(3.1075 48.587777777),3.4,,
Balham,08044,152,Point(4.160277777 49.491944444),1.77,,
Semuy,08411,90,Point(4.658055555 49.4875),3.97,,
Saint-Germainmont,08381,842,Point(4.131388888 49.507777777),15.69,,
Sainte-Vaubourg,08398,87,Point(4.589444444 49.461388888),6.91,,
Vaux-Champagne,08462,129,Point(4.555833333 49.443055555),10.78,,
Mellecey,71292,1299,Point(4.728333333 46.810833333),14.23,,
Boussey,21097,35,Point(4.553611111 47.3725),5.57,,
Alaincourt,70010,112,Point(6.101666666 47.941944444),5.83,,
Saint-Cirice,82158,155,Point(0.848333333 44.050555555),8.92,,
Villecelin,18283,94,Point(2.181666666 46.826111111),9.39,,
Auxon,70044,419,Point(6.165 47.681944444),12.51,,
Étriché,49132,1549,Point(-0.445 47.650833333),19.6,,
Potelle,59468,395,Point(3.663333333 50.234166666),4.04,,
Gondrexon,54233,43,Point(6.769722222 48.605555555),2.49,,
Saint-Aubin-en-Bray,60567,1140,Point(1.878333333 49.419722222),6.38,,
Aubigny-sur-Nère,18015,5488,Point(2.439166666 47.488611111),61.53,,
Incarville,27351,1416,Point(1.178611111 49.237222222),8.35,,
Rimplas,06102,91,Point(7.13 44.063611111),24.95,,
Prévelles,72246,218,Point(0.483333333 48.152777777),4.81,,
Hautot-sur-Mer,76349,1914,Point(1.033888888 49.896944444),9.46,,
Monchy-Saint-Éloi,60409,2214,Point(2.467222222 49.29),3.88,,
Samsons-Lion,64503,88,Point(-0.120277777 43.434444444),5.03,,
Belleray,55042,508,Point(5.399166666 49.131944444),5.1,,
Raillencourt-Sainte-Olle,59488,2238,Point(3.195277777 50.182777777),7.09,,
La Chaise,10072,37,Point(4.659722222 48.3625),8.81,,
Chançay,37052,1137,Point(0.873611111 47.452222222),15.04,,
Rances,10315,44,Point(4.545833333 48.466666666),3.81,,
Rhèges,10316,232,Point(3.997222222 48.5475),14.8,,
Englesqueville-en-Auge,14238,110,Point(0.1425 49.3325),3.61,,
Elnes,62292,914,Point(2.126111111 50.690277777),6.33,,
Les Eyzies-de-Tayac-Sireuil,24172,834,Point(1.016944444 44.935555555),37.44,,
Cousolre,59157,2270,Point(4.149166666 50.245555555),20.98,,
Saint-Varent,79299,2445,Point(-0.232777777 46.889444444),34.42,,
Bermicourt,62114,165,Point(2.229722222 50.409166666),5.53,,
Morêtel-de-Mailles,38262,475,Point(6.016666666 45.3675),6.71,,
Beaumont-en-Cambrésis,59059,446,Point(3.454444444 50.123055555),3.31,,
Ouangani,97614,10203,Point(45.138888888 -12.849166666),18.5,,
Siracourt,62797,269,Point(2.270833333 50.372777777),3.14,,
Mimbaste,40183,1000,Point(-0.973055555 43.648333333),20.6,,
Neuilly,89275,481,Point(3.438333333 47.916388888),13.39,,
Virollet,17479,275,Point(-0.718333333 45.550277777),10.01,,
Toussaint,76708,717,Point(0.423055555 49.737777777),4.49,,
Retheuil,02644,359,Point(3.010277777 49.321944444),14.87,,
Lubbon,40161,104,Point(-0.015277777 44.103055555),47.74,,
Dizy-le-Gros,02264,747,Point(4.022222222 49.629444444),19.96,,
Angoville,14013,27,Point(-0.378611111 48.945),3.72,,
Miribel,26184,295,Point(5.110833333 45.199166666),6.55,,
Cernex,74052,1010,Point(6.050833333 46.064166666),12.66,,
La Chapelle-Glain,44031,812,Point(-1.196944444 47.623055555),34.5,,
Cazaugitat,33117,244,Point(0.006666666 44.714444444),14.35,,
Jully-lès-Buxy,71247,366,Point(4.695555555 46.690277777),16.63,,
Fontains,77190,247,Point(3.000833333 48.526388888),14.36,,
Ségreville,31540,297,Point(1.7425 43.49),4.97,,
Barenton-sur-Serre,02048,134,Point(3.680277777 49.671388888),8.05,,
Mézières-en-Drouais,28251,1073,Point(1.425277777 48.723888888),8.4,,
Praslin,10302,90,Point(4.199166666 48.046388888),11.98,,
Pronville-en-Artois,62671,324,Point(3.002777777 50.174444444),6.09,,
Jeu-Maloches,36090,127,Point(1.458055555 47.037222222),12.73,,
Saint-Jean-du-Pin,30270,1511,Point(4.050555555 44.116666666),13.96,,
La Ville-ès-Nonais,35358,1203,Point(-1.953333333 48.547777777),4.34,,
Lozinghem,62532,1262,Point(2.5 50.5175),2.15,,
Saint-Sulpice-de-Grimbouville,27604,167,Point(0.446388888 49.376944444),4.32,,
Cysoing,59168,4968,Point(3.215 50.568333333),13.62,,
La Gaubretière,85097,3060,Point(-1.064722222 46.943333333),30.33,,
Vadans,70510,134,Point(5.586944444 47.348055555),12.95,,
Connangles,43076,146,Point(3.647222222 45.298888888),21.89,,
Tourailles,41261,134,Point(1.158611111 47.685),7.46,,
Manonviller,54349,166,Point(6.650833333 48.583333333),6.98,,
Saint-Gervais-sur-Couches,71424,202,Point(4.583888888 46.920555555),20.47,,
Montigny-sur-l'Hallue,80562,205,Point(2.443055555 49.979722222),4.91,,
Moltifao,2B162,682,Point(9.114166666 42.486666666),55.19,,
Mars-sous-Bourcq,08279,55,Point(4.641111111 49.396666666),4.73,,
Bernières-sur-Seine,27058,336,Point(1.340833333 49.233055555),6.65,,
Puyvalador,66154,72,Point(2.119722222 42.646388888),19.46,,
Morizès,33294,545,Point(-0.090833333 44.611944444),5.87,,
Bruis,05024,78,Point(5.513611111 44.468055555),25.15,,
Belmesnil,76075,457,Point(1.048333333 49.769444444),3.03,,
Bannes,46017,135,Point(1.910277777 44.810555555),10.11,,
Saint-Hérent,63357,114,Point(3.150555555 45.458333333),12.79,,
Uffholtz,68342,1795,Point(7.178888888 47.820277777),11.91,,
Morcourt,80569,312,Point(2.651388888 49.891944444),7.56,,
Nampty,80583,289,Point(2.203055555 49.794444444),5.21,,
Morchain,80568,352,Point(2.913333333 49.801944444),5.84,,
Moyenneville,80578,716,Point(1.749722222 50.071944444),14.12,,
Cour-sur-Loire,41069,266,Point(1.432777777 47.655277777),5.4,,
Seychalles,63420,785,Point(3.338611111 45.805555555),9.21,,
Lapugnoy,62489,3459,Point(2.540277777 50.516388888),8.61,,
Montigny-les-Jongleurs,80563,95,Point(2.133611111 50.180833333),5,,
La Possession,97408,33020,Point(55.335833333 -20.926388888),118.35,,
Seignosse,40296,3872,Point(-1.372777777 43.689166666),35.09,,
Combiers,16103,124,Point(0.414722222 45.492222222),23.96,,
Saint-Sozy,46293,468,Point(1.564166666 44.880277777),8.59,,
Moyencourt,80576,317,Point(2.951666666 49.721666666),4.15,,
Mérey-sous-Montrond,25375,430,Point(6.068611111 47.151388888),10.79,,
Reignac-sur-Indre,37192,1238,Point(0.916666666 47.232222222),22.44,,
Chisseaux,37073,598,Point(1.093055555 47.331111111),11.8,,
Morisel,80571,518,Point(2.475 49.769444444),6.43,,
Trumilly,60650,528,Point(2.802222222 49.242777777),12.94,,
Ozoir-le-Breuil,28295,438,Point(1.479444444 48.013611111),22.3,,
Merlieux-et-Fouquerolles,02478,259,Point(3.504722222 49.516944444),5.77,,
Ougney-Douvot,25439,253,Point(6.258055555 47.311388888),6.56,,
Nances,73184,490,Point(5.796666666 45.590277777),9.9,,
Commelle-Vernay,42069,2955,Point(4.066111111 45.994166666),12.41,,
Gergny,02342,135,Point(3.934166666 49.914444444),5.86,,
Les Authieux-sur-le-Port-Saint-Ouen,76039,1265,Point(1.133611111 49.340277777),4.53,,
Bourguenolles,50069,344,Point(-1.297777777 48.804166666),7.65,,
Montauban-de-Picardie,80560,214,Point(2.779166666 50.006666666),7.67,,
Pavezin,42167,354,Point(4.670833333 45.465555555),8.87,,
Chemiré-le-Gaudin,72075,979,Point(-0.015 47.928333333),22.79,,
Arnac,15011,171,Point(2.233055555 45.058055555),20.15,,
Çaloire,42031,316,Point(4.2425 45.418888888),4.7,,
Médis,17228,2881,Point(-0.966111111 45.6425),23.46,,
Saint-Saire,76649,611,Point(1.492777777 49.693888888),13.32,,
Le Vieux-Cérier,16403,131,Point(0.444722222 45.965833333),9.65,,
Larivière-Arnoncourt,52273,117,Point(5.716944444 48.022777777),20.32,,
Naours,80584,1080,Point(2.276388888 50.035277777),16.55,,
Montonvillers,80565,82,Point(2.295555555 49.993611111),1.48,,
Mouflières,80575,86,Point(1.742222222 49.921944444),2.76,,
Orriule,64428,132,Point(-0.853888888 43.406111111),6.36,,
Neslette,80587,81,Point(1.666666666 49.923888888),2.07,,
Nesle-l'Hôpital,80586,156,Point(1.690555555 49.906944444),4.8,,
Namps-Maisnil,80582,987,Point(2.106944444 49.802777777),21.96,,
Dosnon,10130,106,Point(4.229722222 48.611111111),28.69,,
Beaumont-Hague,50041,1436,Point(-1.837222222 49.663611111),7.9,,
Moyencourt-lès-Poix,80577,181,Point(2.035 49.802777777),10.45,,
La Ferté-Gaucher,77182,4860,Point(3.305277777 48.7825),17.32,,
Montclar,12149,161,Point(2.646388888 43.9675),12.8,,
Saint-Blaise,74228,350,Point(6.088611111 46.065277777),2.55,,
Grossa,2A129,43,Point(8.877222222 41.609722222),18.36,,
Saint-Gérand-le-Puy,03235,993,Point(3.512222222 46.257777777),19.55,,
Rœulx,59504,3830,Point(3.335 50.309444444),4.02,,
Chevroches,58073,125,Point(3.545555555 47.449722222),3.21,,
Cernusson,49057,354,Point(-0.485277777 47.175555555),8.45,,
Ervy-le-Châtel,10140,1193,Point(3.911111111 48.040833333),21.39,,
Somme-Tourbe,51547,143,Point(4.668611111 49.101388888),19.39,,
Saint-Hilaire-de-la-Côte,38393,1504,Point(5.327222222 45.390555555),13.75,,
Bouillancourt-en-Séry,80120,550,Point(1.628055555 49.962222222),16.11,,
Saint-Georges-du-Bois,17338,1774,Point(-0.735277777 46.141666666),27.9,,
Wignicourt,08500,58,Point(4.578611111 49.578333333),4.49,,
Guengat,29066,1782,Point(-4.205277777 48.041666666),22.72,,
Figari,2A114,1446,Point(9.129444444 41.488055555),100.22,,
Angeac-Charente,16013,329,Point(-0.075 45.630555555),10.81,,
Sireuil,16370,1158,Point(0.009722222 45.615555555),10.01,,
La Roquette,27495,238,Point(1.344444444 49.251666666),5.9,,
Greuville,76327,379,Point(0.911666666 49.808333333),2.96,,
Magny-le-Hongre,77268,8645,Point(2.813611111 48.863055555),4.66,,
Beauvain,61035,271,Point(-0.3075 48.607222222),12.46,,
Crespy-le-Neuf,10117,153,Point(4.594444444 48.396388888),10.19,,
Queyssac,24345,466,Point(0.55 44.905555555),12.35,,
Garravet,32138,157,Point(0.913611111 43.414166666),9.09,,
Condé-lès-Herpy,08126,217,Point(4.224166666 49.528333333),11.55,,
Amage,70011,338,Point(6.493055555 47.836666666),6.54,,
Donzac,33152,118,Point(-0.268611111 44.652222222),4.41,,
Dietwiller,68072,1447,Point(7.401388888 47.691388888),11.06,,
Carbon-Blanc,33096,8091,Point(-0.506388888 44.894722222),3.86,,
Diefmatten,68071,290,Point(7.115555555 47.707777777),3.17,,
Fervaques,14265,732,Point(0.253888888 49.041111111),10.67,,
Pleumeur-Bodou,22198,3925,Point(-3.517777777 48.773055555),26.71,,
Soliers,14675,2070,Point(-0.295277777 49.134722222),5.08,,
La Motte-Ternant,21445,148,Point(4.3325 47.324166666),21.32,,
Curemonte,19067,209,Point(1.742222222 45.000833333),8.83,,
Estréelles,62315,352,Point(1.783888888 50.498888888),3.18,,
Davignac,19071,208,Point(2.093611111 45.485),30.14,,
Darnets,19070,361,Point(2.111111111 45.426111111),25.42,,
Jœuf,54280,6549,Point(6.008888888 49.229722222),3.18,,
Frôlois,21288,167,Point(4.631111111 47.529722222),34.77,,
Molesme,21419,265,Point(4.356944444 47.935),28.42,,
Bonneval,28051,5055,Point(1.388055555 48.181388888),28.82,,
Chuffilly-Roche,08123,75,Point(4.606944444 49.447222222),7.67,,
Amance,70012,652,Point(6.058055555 47.801388888),17.54,,
Kerlaz,29090,799,Point(-4.273888888 48.092222222),11.45,,
Givry,08193,272,Point(4.535833333 49.49),11.93,,
Amance,54012,340,Point(6.279722222 48.754166666),13.5,,
Génissac,33185,1948,Point(-0.2575 44.858333333),13.04,,
Amancey,25015,687,Point(6.071666666 47.038055555),13.78,,
Amancy,74007,2665,Point(6.329166666 46.074166666),8.62,,
Sallaumines,62771,9715,Point(2.862222222 50.419722222),3.82,,
Cerisy-la-Forêt,50110,1034,Point(-0.936666666 49.195),23.81,,
Mauriac,15120,3603,Point(2.333611111 45.218888888),27.61,,
Saint-Sauveur-de-Peyre,48183,245,Point(3.287222222 44.658611111),27.61,,
Saint-Julien-du-Tournel,48164,131,Point(3.684166666 44.500833333),36.57,,
Saint-Julien-d'Arpaon,48162,91,Point(3.665833333 44.299444444),20.72,,
Cheylard-l'Évêque,48048,64,Point(3.802777777 44.647777777),29.64,,
Chasseradès,48040,141,Point(3.825833333 44.551111111),61.93,,
Buzançais,36031,4505,Point(1.4225 46.89),58.64,,
Ygrande,03320,775,Point(2.943611111 46.552222222),52.71,,
La Ferté-Milon,02307,2085,Point(3.123888888 49.178333333),18.35,,
Montaigu-le-Blin,03179,302,Point(3.511111111 46.294444444),12.96,,
Saint-Pourçain-sur-Besbre,03253,418,Point(3.636388888 46.475555555),32.99,,
Saint-Bonnet-de-Four,03219,212,Point(2.910555555 46.312777777),18.73,,
Rozoy-sur-Serre,02666,1007,Point(4.128333333 49.708888888),16.53,,
Lizy,02434,272,Point(3.481944444 49.513055555),3.73,,
Meillers,03170,136,Point(3.092777777 46.507222222),23.48,,
Ostel,02577,80,Point(3.57 49.429444444),9.1,,
Saint-Jean-le-Vieux,01363,1723,Point(5.389166666 46.028333333),15.33,,
Montigny-en-Gohelle,62587,10198,Point(2.929722222 50.427777777),3.5,,
Fresnicourt-le-Dolmen,62356,772,Point(2.599722222 50.418055555),7.95,,
Clohars-Carnoët,29031,4333,Point(-3.585833333 47.795833333),34.83,,
Chavannes-sur-l'Étang,68065,693,Point(7.024444444 47.631666666),6.04,,
